order_id,order_date,region,category,product,quantity,unit_price,discount_percent,unit_cost
805,2025-06-01,Europe,Electronics,Monitor,8,633.15,20,381.84
806,2025-04-21,South America,Clothing,Jeans,2,623.43,10,403.21
807,2025-05-07,Asia,Sports,Yoga Mat,1,1097.73,15,836.23
808,2025-08-02,North America,Sports,Tennis Racket,10,1419.92,10,1092.59
809,2025-12-23,North America,Electronics,Monitor,9,60.09,10,37.15
810,2025-07-28,Europe,Sports,Dumbbell,4,133.81,20,67.4
811,2025-12-09,Asia,Clothing,Jacket,5,366.2,0,184.85
812,2025-08-26,Europe,Clothing,Shoes,10,1123.46,0,890.82
813,2025-11-18,North America,Sports,Tennis Racket,6,943.95,15,651.35
814,2025-12-24,Europe,Sports,Yoga Mat,9,58.74,5,42.64
815,2025-01-27,North America,Electronics,Keyboard,1,776.96,15,473.32
816,2025-11-28,North America,Sports,Yoga Mat,8,932.51,0,568.77
817,2025-10-25,Europe,Clothing,Jeans,6,365.56,0,253.96
818,2025-05-22,North America,Clothing,Jacket,6,1347.92,10,949.03
819,2025-03-04,South America,Electronics,Keyboard,6,684.09,10,450.13
820,2025-02-03,Europe,Home,Shelf,10,558.54,15,437.68
821,2025-02-09,North America,Sports,Football,2,592.12,0,347.29
822,2025-04-15,North America,Clothing,Jacket,2,1048.65,5,571.67
823,2025-08-16,North America,Home,Shelf,9,1398.26,5,844.56
824,2025-09-24,Asia,Home,Desk,2,42.83,20,24.4
825,2025-10-08,South America,Sports,Yoga Mat,6,734.36,15,520.7
826,2025-05-14,Europe,Sports,Yoga Mat,10,206.61,20,122.3
827,2025-05-26,South America,Sports,Yoga Mat,5,1156.93,0,629.95
828,2025-12-21,Europe,Clothing,Jeans,9,435.02,0,327.05
829,2025-08-14,Asia,Clothing,Jeans,2,71.32,0,47.95
830,2025-06-26,Europe,Home,Desk,4,848.11,0,593.39
831,2025-01-13,South America,Home,Shelf,9,1463.44,10,864.11
832,2025-10-07,Asia,Sports,Tennis Racket,8,1392.44,0,698.01
833,2025-10-21,Europe,Home,Shelf,5,1454.71,20,1155.34
834,2025-10-10,North America,Sports,Yoga Mat,2,1100.14,0,596.09
835,2025-02-17,Asia,Home,Chair,7,930.11,0,589.5
836,2025-05-23,Europe,Electronics,Mouse,10,794.39,20,620.18
837,2025-02-14,South America,Electronics,Laptop,9,1275.68,15,894.85
838,2025-12-08,Asia,Clothing,Shoes,6,908.73,10,711.55
839,2025-06-26,Asia,Sports,Tennis Racket,7,560.75,0,282.43
840,2025-08-01,South America,Home,Shelf,9,140.52,15,107.69
841,2025-10-28,North America,Home,Desk,7,1095.62,5,593.68
842,2025-06-21,North America,Clothing,Jeans,5,717.17,20,471.6
843,2025-10-12,South America,Sports,Football,1,620.1,0,387.16
844,2025-01-22,Asia,Clothing,Jeans,3,1250.1,0,832.77
845,2025-01-02,Europe,Home,Shelf,9,1112.39,0,565.15
846,2025-08-02,Europe,Home,Lamp,8,195.02,15,149.74
847,2025-02-04,Asia,Sports,Tennis Racket,1,187.84,0,121.7
848,2025-03-03,Asia,Sports,Dumbbell,5,945.71,5,749.26
849,2025-12-21,Europe,Electronics,Keyboard,3,876.67,0,522.41
850,2025-07-02,North America,Home,Desk,1,416.28,5,287.6
851,2025-11-18,Europe,Home,Lamp,9,962.03,0,629.32
852,2025-12-17,Asia,Electronics,Mouse,9,490.68,0,367.05
853,2025-01-07,Europe,Home,Lamp,2,806.29,0,602.29
854,2025-03-21,Europe,Home,Lamp,8,623.87,0,331.1
855,2025-03-09,North America,Clothing,T-Shirt,7,696.13,0,372.41
856,2025-11-02,Asia,Sports,Yoga Mat,5,1039.67,0,774.67
857,2025-12-22,Europe,Clothing,Jacket,1,1119.25,0,634.29
858,2025-02-27,North America,Clothing,Jacket,3,322.66,0,202.45
859,2025-12-04,North America,Electronics,Monitor,7,73.35,0,37.4
860,2025-02-19,North America,Sports,Football,5,74.49,0,52.16
861,2025-05-23,Asia,Clothing,Jeans,3,1009.19,0,532.08
862,2025-10-19,North America,Home,Desk,9,1173.4,10,671.83
863,2025-03-29,North America,Electronics,Laptop,9,333.33,0,263.09
864,2025-10-29,Europe,Electronics,Mouse,9,1278.43,5,779.76
865,2025-09-21,Europe,Sports,Football,3,1253.77,5,786.4
866,2025-09-11,Asia,Sports,Football,6,194.19,0,127.37
867,2025-08-22,Asia,Home,Chair,2,498.89,0,307.03
868,2025-02-05,South America,Sports,Tennis Racket,9,616.85,20,387.62
869,2025-07-22,South America,Home,Desk,1,1498.1,5,1051.11
870,2025-02-22,Europe,Electronics,Laptop,3,598.27,15,405.13
871,2025-07-26,North America,Electronics,Keyboard,4,514.56,10,387.57
872,2025-10-31,Asia,Clothing,Shoes,8,424.99,15,310.15
873,2025-09-19,Asia,Sports,Yoga Mat,8,1003.35,5,798.92
874,2025-11-18,Europe,Clothing,Shoes,2,192.06,5,124.68
875,2025-04-02,South America,Electronics,Laptop,1,1247.17,5,877.3
876,2025-12-05,South America,Home,Desk,5,936.73,0,681.99
877,2025-10-05,Asia,Sports,Tennis Racket,5,996.52,5,649.17
878,2025-06-11,South America,Electronics,Laptop,7,1321.39,0,812.77
879,2025-06-05,Europe,Sports,Dumbbell,1,58.96,10,41.14
880,2025-02-26,South America,Sports,Dumbbell,3,475.56,5,307.32
881,2025-05-15,South America,Sports,Dumbbell,9,1282.98,10,662.94
882,2025-03-07,Asia,Sports,Yoga Mat,5,487.52,0,330.12
883,2025-07-02,South America,Home,Chair,6,577.05,5,348.27
884,2025-02-13,North America,Home,Chair,4,378.94,15,224.95
885,2025-08-24,South America,Home,Chair,6,262.97,10,157.21
886,2025-06-12,South America,Sports,Yoga Mat,1,1046.98,10,530.47
887,2025-12-12,Europe,Sports,Yoga Mat,10,155.61,5,82.48
888,2025-11-11,Asia,Home,Shelf,9,1219.07,15,733.71
889,2025-02-08,Europe,Home,Shelf,4,750.46,20,594.54
890,2025-04-26,North America,Home,Lamp,1,453.01,10,281.14
891,2025-08-07,Europe,Electronics,Keyboard,5,110.23,20,72.68
892,2025-10-04,Asia,Home,Chair,5,761.91,0,479.91
893,2025-10-08,Europe,Clothing,Shoes,7,384.38,10,244.45
894,2025-08-28,Asia,Electronics,Mouse,10,753.81,15,594.48
895,2025-03-19,Asia,Sports,Football,9,308.97,5,168.18
896,2025-07-31,Asia,Sports,Dumbbell,6,1291.68,0,891.49
897,2025-02-28,Europe,Home,Desk,5,1033.41,0,642.53
898,2025-10-14,South America,Clothing,T-Shirt,4,1197.6,0,765.56
899,2025-05-23,Europe,Sports,Football,4,247.44,0,125.88
900,2025-06-02,North America,Electronics,Monitor,1,92.44,0,54.93
901,2025-03-13,Europe,Sports,Yoga Mat,2,601.37,20,431.34
902,2025-09-26,Asia,Electronics,Laptop,9,999.68,10,784.65
903,2025-06-18,South America,Sports,Football,4,903.73,20,670.57
904,2025-05-21,South America,Clothing,Shoes,4,224.97,0,126.94
905,2025-02-27,Asia,Sports,Yoga Mat,10,93.33,10,57.16
906,2025-07-05,South America,Sports,Dumbbell,4,1445.34,20,1128.94
907,2025-12-06,North America,Home,Lamp,1,971.64,10,495.97
908,2025-07-05,North America,Clothing,Jacket,9,583.19,15,459.29
909,2025-05-11,Asia,Clothing,Shoes,7,21.72,5,16.9
910,2025-11-20,Asia,Electronics,Mouse,5,323.48,0,250.62
911,2025-09-09,South America,Sports,Football,5,1301.0,20,954.72
912,2025-03-24,Asia,Sports,Yoga Mat,7,1316.37,20,697.83
913,2025-06-17,South America,Electronics,Keyboard,7,907.15,20,602.64
914,2025-01-02,South America,Electronics,Laptop,3,948.93,20,656.97
915,2025-09-22,Europe,Clothing,Jacket,6,867.96,0,475.08
916,2025-03-30,Asia,Sports,Yoga Mat,8,722.76,15,390.33
917,2025-07-13,Europe,Home,Desk,2,627.6,0,387.89
918,2025-02-15,South America,Electronics,Laptop,9,974.19,15,553.94
919,2025-05-14,Europe,Clothing,Jacket,3,84.18,10,52.92
920,2025-09-27,South America,Electronics,Keyboard,3,1421.39,0,716.71
921,2025-05-17,Asia,Sports,Dumbbell,2,344.48,0,191.93
922,2025-05-25,Europe,Sports,Dumbbell,3,652.65,0,443.82
923,2025-05-15,Europe,Sports,Tennis Racket,7,1190.77,0,699.05
924,2025-01-06,South America,Sports,Tennis Racket,6,878.53,15,560.02
925,2025-08-05,Asia,Clothing,Jacket,7,1033.41,15,635.6
926,2025-08-30,Asia,Electronics,Laptop,9,97.54,0,76.01
927,2025-07-22,Asia,Electronics,Laptop,5,761.77,5,450.02
928,2025-06-23,South America,Clothing,T-Shirt,10,277.26,0,180.53
929,2025-03-01,Asia,Clothing,T-Shirt,6,1068.28,5,579.58
930,2025-07-04,South America,Electronics,Mouse,8,1308.8,20,764.73
931,2025-08-12,Europe,Home,Lamp,10,1246.09,0,816.3
932,2025-08-14,North America,Home,Shelf,3,837.96,15,579.03
933,2025-03-25,South America,Clothing,Jeans,1,352.49,0,225.97
934,2025-10-15,South America,Sports,Football,8,70.78,0,56.39
935,2025-06-28,North America,Sports,Dumbbell,2,1270.3,20,691.57
936,2025-05-20,Europe,Clothing,Jacket,3,1254.08,15,818.44
937,2025-12-13,North America,Electronics,Mouse,7,1381.42,0,1009.09
938,2025-07-11,North America,Home,Chair,5,1025.16,15,550.1
939,2025-09-03,South America,Home,Desk,1,130.78,20,93.16
940,2025-08-20,Asia,Home,Chair,6,1454.96,15,999.13
941,2025-01-29,North America,Clothing,Jeans,1,1204.32,0,718.92
942,2025-07-24,North America,Sports,Football,7,390.19,0,308.06
943,2025-12-01,Europe,Electronics,Mouse,3,588.87,5,344.77
944,2025-06-08,Europe,Electronics,Keyboard,8,1203.64,15,892.99
945,2025-07-18,South America,Home,Chair,6,773.85,5,490.34
946,2025-04-06,South America,Home,Shelf,2,1137.17,20,694.21
947,2025-11-28,Europe,Sports,Football,1,774.88,5,544.69
948,2025-09-02,Asia,Sports,Football,5,707.65,0,546.42
949,2025-10-19,North America,Clothing,Jeans,5,1263.89,10,794.13
950,2025-08-26,Asia,Electronics,Laptop,9,170.37,5,106.29
951,2025-12-05,South America,Home,Lamp,10,131.84,10,66.56
952,2025-06-02,Asia,Clothing,Jeans,7,77.44,5,59.09
953,2025-04-06,Europe,Sports,Dumbbell,10,1213.67,0,958.82
954,2025-10-01,North America,Clothing,T-Shirt,10,396.38,15,210.83
955,2025-12-21,South America,Electronics,Monitor,2,29.82,15,19.18
956,2025-12-11,South America,Sports,Yoga Mat,10,1221.57,10,742.98
957,2025-01-09,Europe,Home,Chair,3,211.32,0,112.75
958,2025-11-17,Europe,Electronics,Mouse,8,976.45,15,559.05
959,2025-03-27,Europe,Electronics,Keyboard,8,230.77,5,116.9
960,2025-04-14,Asia,Sports,Dumbbell,8,39.25,5,26.52
961,2025-08-10,South America,Sports,Football,6,21.73,15,16.39
962,2025-11-10,South America,Sports,Yoga Mat,1,736.37,5,481.59
963,2025-02-02,Asia,Clothing,T-Shirt,9,38.34,10,22.8
964,2025-12-24,South America,Sports,Dumbbell,2,747.24,15,451.35
965,2025-04-29,Europe,Electronics,Mouse,5,1092.05,5,658.67
966,2025-08-02,Asia,Home,Shelf,3,1325.93,15,945.94
967,2025-12-08,South America,Sports,Tennis Racket,10,318.74,15,231.02
968,2025-08-01,South America,Clothing,Jeans,4,242.91,5,128.81
969,2025-05-14,Asia,Home,Desk,4,839.68,0,510.22
970,2025-02-28,Europe,Clothing,Jeans,9,57.64,0,34.66
971,2025-01-24,Asia,Electronics,Mouse,8,394.15,0,289.88
972,2025-02-26,North America,Clothing,T-Shirt,1,1390.68,5,1028.68
973,2025-04-16,Asia,Electronics,Laptop,9,167.06,15,89.45
974,2025-02-20,Europe,Clothing,Jacket,8,1145.33,5,824.37
975,2025-08-01,North America,Home,Lamp,3,193.25,0,122.08
976,2025-07-10,South America,Clothing,Shoes,6,437.27,0,229.82
977,2025-04-27,Europe,Home,Desk,3,1132.28,10,709.39
978,2025-12-16,Asia,Sports,Dumbbell,7,1348.12,20,882.81
979,2025-02-05,North America,Electronics,Monitor,3,1157.53,15,858.74
980,2025-07-21,North America,Home,Lamp,7,1473.1,0,928.38
981,2025-12-15,Asia,Clothing,T-Shirt,9,1459.27,5,905.62
982,2025-03-17,South America,Home,Lamp,1,1242.24,10,848.6
983,2025-12-24,Asia,Sports,Tennis Racket,9,940.3,10,654.08
984,2025-03-06,Asia,Sports,Tennis Racket,5,135.58,10,81.4
985,2025-11-22,Europe,Clothing,T-Shirt,9,832.16,10,501.14
986,2025-06-05,South America,Electronics,Laptop,9,892.83,0,669.33
987,2025-01-25,North America,Electronics,Laptop,6,397.04,10,240.74
988,2025-05-01,Europe,Sports,Yoga Mat,10,1107.92,5,666.63
989,2025-12-11,Europe,Home,Lamp,5,1003.71,20,717.11
990,2025-07-04,South America,Sports,Tennis Racket,2,498.49,10,278.04
991,2025-08-06,Europe,Electronics,Mouse,7,1244.37,0,656.62
992,2025-10-29,South America,Sports,Tennis Racket,8,126.33,15,83.11
993,2025-09-08,South America,Home,Shelf,7,1494.8,15,1164.91
994,2025-12-27,North America,Clothing,Jeans,9,199.41,15,127.09
995,2025-07-09,North America,Clothing,Shoes,8,58.59,0,45.89
996,2025-03-20,North America,Sports,Football,2,560.68,0,287.12
997,2025-03-15,Europe,Home,Lamp,6,461.86,5,234.81
998,2025-09-08,North America,Sports,Football,5,1334.7,0,740.66
999,2025-06-08,South America,Electronics,Keyboard,2,1306.94,5,842.13
1000,2025-03-12,South America,Home,Shelf,8,1253.35,20,854.42
